Correlation Matrix:

                                 AverageFee   BlockNumber    BlockSize
day_cos                       -2.174355e-04 -0.0340914874  1.0000000000

PCA Summary:

Importance of components:
                          PC1     PC2     PC3     PC4     PC5     PC6     PC7
Standard deviation     2.9443 2.17078 2.15650 1.80752 1.76096 1.54972 1.45026
Proportion of Variance 0.1421 0.07725 0.07624 0.05356 0.05084 0.03937 0.03448
Cumulative Proportion  0.1421 0.21936 0.29560 0.34916 0.40000 0.43937 0.47385
                           PC8     PC9   PC10    PC11    PC12    PC13   PC14
Standard deviation     1.33139 1.19191 1.1767 1.14196 1.10482 1.07543 1.0304
Proportion of Variance 0.02906 0.02329 0.0227 0.02138 0.02001 0.01896 0.0174
Cumulative Proportion  0.50291 0.52620 0.5489 0.57027 0.59028 0.60924 0.6267
                          PC15    PC16    PC17    PC18    PC19    PC20   PC21
Standard deviation     1.02567 1.02519 1.02392 1.02292 1.02249 1.02199 1.0214
Proportion of Variance 0.01725 0.01723 0.01719 0.01715 0.01714 0.01712 0.0171
Cumulative Proportion  0.64389 0.66112 0.67831 0.69546 0.71260 0.72972 0.7468
                         PC22    PC23    PC24    PC25    PC26    PC27    PC28
Standard deviation     1.0212 1.02076 1.01951 1.01892 1.01793 1.01757 1.01608
Proportion of Variance 0.0171 0.01708 0.01704 0.01702 0.01699 0.01697 0.01693
Cumulative Proportion  0.7639 0.78100 0.79804 0.81506 0.83205 0.84902 0.86595
                          PC29    PC30    PC31    PC32    PC33    PC34    PC35
Standard deviation     1.01383 1.01178 0.99616 0.98959 0.88172 0.86691 0.80338
Proportion of Variance 0.01685 0.01678 0.01627 0.01605 0.01274 0.01232 0.01058
Cumulative Proportion  0.88280 0.89958 0.91585 0.93190 0.94465 0.95697 0.96755
                         PC36    PC37    PC38    PC39    PC40    PC41    PC42
Standard deviation     0.7572 0.59537 0.45210 0.42206 0.38992 0.36396 0.34179
Proportion of Variance 0.0094 0.00581 0.00335 0.00292 0.00249 0.00217 0.00192
Cumulative Proportion  0.9769 0.98276 0.98611 0.98903 0.99152 0.99369 0.99561
                          PC43    PC44    PC45    PC46    PC47    PC48    PC49
Standard deviation     0.31145 0.29094 0.19450 0.18581 0.08658 0.06793 0.03407
Proportion of Variance 0.00159 0.00139 0.00062 0.00057 0.00012 0.00008 0.00002
Cumulative Proportion  0.99720 0.99859 0.99921 0.99977 0.99989 0.99997 0.99999
                          PC50    PC51     PC52    PC53      PC54     PC55
Standard deviation     0.02245 0.01172 0.002582 3.1e-15 2.932e-15 2.36e-15
Proportion of Variance 0.00001 0.00000 0.000000 0.0e+00 0.000e+00 0.00e+00
Cumulative Proportion  1.00000 1.00000 1.000000 1.0e+00 1.000e+00 1.00e+00
                            PC56      PC57      PC58      PC59      PC60
Standard deviation     2.251e-15 1.573e-15 1.289e-15 9.355e-16 7.037e-16
Proportion of Variance 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
Cumulative Proportion  1.000e+00 1.000e+00 1.000e+00 1.000e+00 1.000e+00
                            PC61
Standard deviation     4.767e-16
Proportion of Variance 0.000e+00
Cumulative Proportion  1.000e+00
